학교명,학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자,제공기관코드,제공기관명,주소_clean,sido,sigungu,카운트지역
경상국립대학교 스마트미래농업대학원,Graduate School of Smart Agriculture & Life Science,본교,대학원,특수대학원,국립,48,경상남도,경상남도 진주시 진주대로 501 (가좌동),,52828,,sagri.gnu.ac.kr,055-772-1807,055-772-1812,2021-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로 501,경상남도,진주시,진주시
경상국립대학교 융합과학기술대학원,Graduate School Of Convergence Science And Thechnology,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",,52828,,www.gnu.ac.kr,055-772-1604,055-772-1619,1973-03-10,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로 501,경상남도,진주시,진주시
경상국립대학교 의학전문대학원,Gyeongsang National University,본교,대학원,전문대학원,국립,48,경상남도,"경상남도 진주시 진주대로816번길 15 (주약동, 경상대학교의학전문대학원)",,52727,,www.gnu.ac.kr,055-772-8008,055-772-8013,2006-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로816번길 15,경상남도,진주시,진주시
경상국립대학교 창업대학원,Graduate School of Entrepreneurship,본교,대학원,특수대학원,국립,48,경상남도,경상남도 진주시 동진로 33 (칠암동),,52725,,,055-751-3522,055-751-3519,2011-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 동진로 33,경상남도,진주시,진주시
경상국립대학교 토지주택대학원,The Graduate School Of Land And Housing,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",,52828,,lh.gnu.ac.kr/main/,055-772-1604,055-772-1619,1973-03-10,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로 501,경상남도,진주시,진주시
경상국립대학교 항공우주특성화대학원,Specialized Graduate School Of Aerospace Engineering,본교,대학원,특수대학원,국립,48,경상남도,경상남도 진주시 진주대로 501 (가좌동),,52828,,www.gnu.ac.kr,055-772-4105,055-772-1619,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로 501,경상남도,진주시,진주시
경상국립대학교 행정대학원,Graduate School Of Public Administration,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",,52828,,www.gnu.ac.kr/padmn/main.do,055-772-1204,055-772-1219,1999-11-02,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 진주대로 501,경상남도,진주시,진주시
경성대학교 경영대학원,Kyungsung University Graduate School Of Management,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",,48434,,ks.ac.kr/gmanagement,051-663-5571,051-663-4059,1981-11-25,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 수영로 309,부산광역시,남구,부산광역시
경성대학교 교육대학원,Kyungsung University Graduate School Of Education,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",,48434,,cms1.ks.ac.kr/graduate/Main.do,051-663-5575,051-663-4059,1987-11-09,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 수영로 309,부산광역시,남구,부산광역시
경성대학교 디지털디자인전문대학원,Kyungsung University Graduate School Of Digital Design,본교,대학원,전문대학원,사립,26,부산광역시,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",,48434,,d2.ks.ac.kr,051-663-5572,051-663-4059,2000-07-18,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 수영로 309,부산광역시,남구,부산광역시
경성대학교 멀티미디어대학원,Kyungsung University Graduate School Of Multimedia,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",,48434,,ks.ac.kr/gmulti,051-663-5575,051-663-4059,1984-11-27,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 수영로 309,부산광역시,남구,부산광역시
경성대학교 사회복지대학원,Kyungsung University Graduate School Of Social Welfare,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",,48434,,cms1.ks.ac.kr/graduate/Main.do,051-663-5571,051-663-4059,1994-10-21,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 수영로 309,부산광역시,남구,부산광역시
경성대학교 예술종합대학원,Kyungsung University Graduate School Of Arts,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",,48434,,ks.ac.kr/gmulti,051-663-5575,051-663-4059,1984-11-27,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 수영로 309,부산광역시,남구,부산광역시
경성대학교 일반대학원,Kyungsung University Graduate School,본교,대학원,일반대학원,사립,26,부산광역시,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",,48434,,ks.ac.kr/graduate,051-663-5572,051-663-4059,1983-10-29,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 수영로 309,부산광역시,남구,부산광역시
경성대학교 임상약학대학원,Kyungsung University Graduate School Of Clinical Pharmacy,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",,48434,,ks.ac.kr/gpharmacy,051-663-5571,051-663-4059,1997-10-25,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 수영로 309,부산광역시,남구,부산광역시
경성대학교 임상약학보건대학원,Kyungsung University Graduate School Of Clinical Pharmacy And Health,본교,대학원,특수대학원,사립,26,부산광역시,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",,48434,,ks.ac.kr/gpharmacyhealth,051-663-5571,051-663-4059,1997-10-25,2024,2025-01-08,B340014,한국대학교육협의회,부산광역시 남구 수영로 309,부산광역시,남구,부산광역시
경운대학교 사회복지대학원,"Kyungwoon University, Graduate School Of Social Welfare",본교,대학원,특수대학원,사립,47,경상북도,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교)",,39160,,www.ikw.ac.kr,054-479-1141,054-479-1088,2012-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 구미시 산동면 강동로 730,경상북도,구미시,구미시
경운대학교 사회복지대학원(산업대),"Kyungwoon University, Graduate School Of Social Welfare",본교,대학원,특수대학원,사립,47,경상북도,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교)",,39160,,www.ikw.ac.kr,054-479-1141,054-479-1149,2006-11-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 구미시 산동면 강동로 730,경상북도,구미시,구미시
경남과학기술대학교 창업대학원,Graduate School Of Business & Entrepreneurship,본교,대학원,특수대학원,국립,48,경상남도,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교)",,52725,,www.gntech.ac.kr,055-751-3114,055-752-9554,2011-01-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 진주시 동진로 33,경상남도,진주시,진주시
경남대학교 교육대학원,"Graduate School Of Education, Kyungnam University",본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",,51767,,www.kyungnam.ac.kr/gse,055-249-2811,055-246-7407,1979-12-05,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산합포구 경남대학로 7,경상남도,창원시,창원시
경남대학교 대학원,"Graduate School, Kyungnam University",본교,대학원,일반대학원,사립,48,경상남도,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",,51767,,www.kyungnam.ac.kr/grad/,055-249-2808,055-715-1099,1976-01-22,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산합포구 경남대학로 7,경상남도,창원시,창원시
경남대학교 북한대학원,"Graduate School Of North Korean Studies, Kyungnam University",본교,대학원,전문대학원,사립,48,경상남도,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",,51767,,www.kyungnam.ac.kr,055-245-5000,055-246-6184,1998-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산합포구 경남대학로 7,경상남도,창원시,창원시
경남대학교 산업경영대학원,"Graduate School Of Industry & Business Administration, Kyungnam University",본교,대학원,특수대학원,사립,48,경상남도,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",,51767,,www.kyungnam.ac.kr/indbiz,055-249-2586,0505-182-8966,2015-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산합포구 경남대학로 7,경상남도,창원시,창원시
경남대학교 행정대학원,"Graduate School Of Public Adminstration, Kyungnam University",본교,대학원,특수대학원,사립,48,경상남도,경상남도 창원시 마산합포구 경남대학로 7 (월영동),,51767,,www.kyungnam.ac.kr/admin,055-249-2595,055-715-2902,1988-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상남도 창원시 마산합포구 경남대학로 7,경상남도,창원시,창원시
경북대학교 경영대학원,Kyungpook National University Graduate School Of Business Administration,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,mba.knu.ac.kr,053-950-5204,053-950-5405,1981-03-02,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 대학로 80,대구광역시,북구,대구광역시
경북대학교 과학기술대학원,Kyungpook National University Graduate School Of Science And Technology,본교,대학원,특수대학원,국립,47,경상북도,"경상북도 상주시 경상대로 2559 (가장동, 경북대학교상주캠퍼스)",,37224,,seoksa.knu.ac.kr,054-530-1564,054-530-1649,2009-03-01,2024,2025-01-08,B340014,한국대학교육협의회,경상북도 상주시 경상대로 2559,경상북도,상주시,상주시
경북대학교 교육대학원,Kyungpook National University Graduate School Of Education,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,gse.knu.ac.kr,053-950-3592,053-950-6801,1969-02-18,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 대학로 80,대구광역시,북구,대구광역시
경북대학교 국제대학원,Kyungpook National University Graduate School Of International Studies,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,gsis.knu.ac.kr,053-950-3212,053-950-6101,1997-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 대학로 80,대구광역시,북구,대구광역시
경북대학교 농업생명융합대학원,Kyungpook National University Graduate School Of Agriculture And Bio-Convergence,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,www.knu.ac.kr,053-950-5704,053-950-6701,1992-03-02,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 대학로 80,대구광역시,북구,대구광역시
경북대학교 데이터사이언스대학원,Kyungpook National University Graduate School of Data Science,본교,대학원,전문대학원,국립,27,대구광역시,대구광역시 북구 대학로 80(산격동),,41566,,data.knu.ac.kr,053-950-6514,053-950-2149,2022-03-02,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 대학로 80,대구광역시,북구,대구광역시
경북대학교 법학전문대학원,Kyungpook National University Law School,본교,대학원,전문대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,lawschool.knu.ac.kr,053-950-3724,053-950-5455,2009-03-02,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 대학로 80,대구광역시,북구,대구광역시
경북대학교 보건대학원,Kyungpook National University Graduate School Of Public Health,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 중구 국채보상로 680 (동인동2가, 경북대학교의과대학)",,41944,,health.knu.ac.kr,053-420-4910,053-421-1695,1981-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 중구 국채보상로 680,대구광역시,중구,대구광역시
경북대학교 사회정책대학원,Kyungpook National University Graduate School Of Social Policy,본교,대학원,특수대학원,국립,27,대구광역시,대구광역시 북구 대학로 80 (산격동),,41566,,social.knu.ac.kr/,053-950-3242,053-950-5205,2024-03-01,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 대학로 80,대구광역시,북구,대구광역시
경북대학교 산업대학원,Kyungpook National University Graduate School Of Industry,본교,대학원,특수대학원,국립,27,대구광역시,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",,41566,,ind.knu.ac.kr,053-950-6143,053-958-5054,1984-11-27,2024,2025-01-08,B340014,한국대학교육협의회,대구광역시 북구 대학로 80,대구광역시,북구,대구광역시
